title,rating,price,stock,category
The Shadow Hero (The Shadow Hero),1,33.14,15,Sequential Art
The Psychopath Test: A Journey Through the Madness Industry,2,36.0,15,Default
The Regional Office Is Under Attack!,5,51.36,15,Fiction
The Secret (The Secret #1),4,27.37,15,Default
The Power of Now: A Guide to Spiritual Enlightenment,2,43.54,15,Nonfiction
The Project,1,10.65,15,Science Fiction
The Omnivore's Dilemma: A Natural History of Four Meals,2,38.21,15,Nonfiction
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,5,37.34,15,Food and Drink
The Murder of Roger Ackroyd (Hercule Poirot #4),4,44.1,15,Mystery
The Mistake (Off-Campus #2),3,43.29,15,New Adult
The Matchmaker's Playbook (Wingmen Inc. #1),1,55.85,15,New Adult
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,2,37.6,15,Food and Drink
The Long Shadow of Small Ghosts: Murder and Memory in an American City,1,10.97,15,Crime
The Kite Runner,4,41.82,15,Default
The House by the Lake,1,36.95,15,Historical Fiction
The Glittering Court (The Glittering Court #1),1,44.28,15,Fantasy
The Girl on the Train,2,55.02,15,Default
The Genius of Birds,1,17.24,15,Nonfiction
The Emerald Mystery,2,23.15,15,Default
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,3,32.0,15,Default
The Art of War,5,33.34,15,Default
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,1,41.25,15,Food and Drink
The Artist's Way: A Spiritual Path to Higher Creativity,5,38.49,15,Nonfiction
The Argonauts,2,10.93,15,Autobiography
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,3,27.55,15,Business
Suddenly in Love (Lake Haven #1),2,55.99,15,Romance
Something More Than This,4,16.24,15,Romance
So You've Been Publicly Shamed,2,12.23,15,Nonfiction
Shoe Dog: A Memoir by the Creator of NIKE,2,23.99,15,Business
Soft Apocalypse,2,26.12,15,Science Fiction
"Shobu Samurai, Project Aryoku (#3)",3,29.06,15,Add a comment
Scarlett Epstein Hates It Here,5,43.55,15,Young Adult
Secrets and Lace (Fatal Hearts #1),1,20.27,15,Default
Romero and Juliet: A Tragic Tale of Love and Zombies,1,36.94,15,Default
Redeeming Love,5,20.47,15,Christian Fiction
"Nightingale, Sing",1,38.28,15,Young Adult
Night Sky with Exit Wounds,1,41.05,15,Poetry
Poems That Make Grown Women Cry,4,14.19,15,Poetry
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,1,41.06,15,Default
Mrs. Houdini,5,30.25,15,Historical Fiction
Modern Romance,5,28.26,15,Add a comment
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),1,10.76,15,Default
Louisa: The Extraordinary Life of Mrs. Adams,2,16.85,15,Biography
Large Print Heart of the Pride,2,19.15,15,Default
Little Red,3,13.47,15,Childrens
Library of Souls (Miss Peregrine’s Peculiar Children #3),5,48.56,15,Young Adult
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,4,57.36,15,Womens Fiction
Hollow City (Miss Peregrine’s Peculiar Children #2),1,42.98,15,Fantasy
Grumbles,2,22.16,15,Default
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,4,49.43,15,Travel
Frostbite (Vampire Academy #2),5,29.99,15,Young Adult
Finders Keepers (Bill Hodges Trilogy #2),5,53.53,15,Fiction
Follow You Home,1,21.36,15,Horror
First Steps for New Christians (Print Edition),1,29.0,15,Default
"Fables, Vol. 1: Legends in Exile (Fables #1)",4,41.62,15,Sequential Art
Eureka Trivia 6.0,4,54.59,15,Default
Drive: The Surprising Truth About What Motivates Us,4,34.95,15,Default
Done Rubbed Out (Reightman & Bailey #1),5,37.72,15,Default
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",3,42.16,15,Food and Drink
Doing It Over (Most Likely To #1),3,35.61,15,Romance
Close to You,4,49.46,15,Christian Fiction
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",3,19.43,15,Nonfiction
Dark Notes,5,19.19,15,Erotica
Chasing Heaven: What Dying Taught Me About Living,2,37.8,15,Spirituality
Becoming Wise: An Inquiry into the Mystery and Art of Living,2,27.43,15,Nonfiction
Big Magic: Creative Living Beyond Fear,3,30.8,15,Nonfiction
Amy Meets the Saints and Sages,3,18.46,15,Default
Ayumi's Violin,2,15.48,15,Default
Batman: The Dark Knight Returns (Batman),5,15.38,15,Sequential Art
Beauty Restored (Riley Family Legacy Novellas #3),2,11.11,15,Default
Amatus,5,50.54,15,Default
Anonymous,4,46.82,15,Default
Batman: The Long Halloween (Batman),2,36.5,15,Sequential Art
Agnostic: A Spirited Manifesto,5,12.51,15,Nonfiction
You (You #1),5,43.61,14,Thriller
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",4,37.34,14,Sequential Art
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,4,52.65,14,Politics
Wild Swans,2,14.36,14,Young Adult
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,4,38.2,14,Nonfiction
Amid the Chaos,1,36.58,15,Cultural
What's It Like in Space?: Stories from Astronauts Who've Been There,2,19.6,14,Nonfiction
Walt Disney's Alice in Wonderland,5,12.96,14,Childrens
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",1,53.9,14,Sequential Art
Until Friday Night (The Field Party #1),2,46.31,14,Young Adult
V for Vendetta (V for Vendetta Complete),4,37.1,14,Default
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2,45.95,14,Default
Twenty Yawns,2,22.08,14,Childrens
Zealot: The Life and Times of Jesus of Nazareth,3,24.7,14,History
Through the Woods,2,25.38,14,Sequential Art
This Is Where It Ends,2,27.12,14,Young Adult
The Year of Magical Thinking,2,43.04,14,Nonfiction
The Wright Brothers,4,56.8,14,Default
The White Queen (The Cousins' War #1),5,25.91,14,Add a comment
The Wedding Pact (The O'Malleys #2),3,32.61,14,Romance
The Time Keeper,5,27.88,14,Fiction
The Testament of Mary,4,52.67,14,Fiction
The Star-Touched Queen,5,46.02,14,Fantasy
The Songs of the Gods,5,44.48,14,Default
The Song of Achilles,5,37.4,14,Add a comment
The Power of Habit: Why We Do What We Do in Life and Business,3,16.88,14,Default
The Rosie Project (Don Tillman #1),1,54.04,14,Default
The Lucifer Effect: Understanding How Good People Turn Evil,1,10.4,14,Psychology
The Marriage of Opposites,4,28.08,14,Historical Fiction
The Loney,1,23.4,14,Horror
The Literature Book (Big Ideas Simply Explained),3,17.43,14,Nonfiction
The Immortal Life of Henrietta Lacks,2,40.67,14,Add a comment
The Hidden Oracle (The Trials of Apollo #1),2,52.26,14,Fantasy
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,3,28.77,14,Food and Drink
The Long Haul (Diary of a Wimpy Kid #9),1,44.07,14,Humor
The First Hostage (J.B. Collins #2),3,25.85,14,Fiction
The Dovekeepers,1,48.78,14,Add a comment
The Darkest Lie,5,35.35,14,Young Adult
The Bane Chronicles (The Bane Chronicles #1-11),4,44.73,14,Fantasy
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,1,15.77,14,Nonfiction
The Last Mile (Amos Decker #2),2,54.21,14,Mystery
The Guilty (Will Robie #4),2,13.82,14,Thriller
The 14th Colony (Cotton Malone #11),1,39.24,14,Thriller
That Darkness (Gardiner and Renner #1),1,13.92,14,Mystery
Tastes Like Fear (DI Marnie Rome #3),1,10.69,14,Mystery
Swell: A Year of Waves,1,45.58,14,Nonfiction
Take Me with You,3,45.21,14,Fiction
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),5,11.89,14,Sequential Art
Steve Jobs,5,39.5,14,Default
Still Life with Bread Crumbs,3,26.41,14,Fiction
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,4,44.74,14,Science
Someone Like You (The Harrisons #2),5,52.79,14,Contemporary
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",4,35.43,14,Sequential Art
Shtum,4,55.84,14,Fiction
See America: A Celebration of Our National Parks & Treasured Sites,3,48.87,14,Travel
salt.,4,46.78,14,Poetry
Robin War,3,47.82,14,Sequential Art
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",2,25.48,14,Sequential Art
Rain Fish,3,23.57,14,Childrens
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",5,50.89,14,Poetry
Pet Sematary,3,10.56,14,Horror
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",3,52.15,14,Self Help
Once Was a Time,2,18.28,14,Childrens
Old School (Diary of a Wimpy Kid #10),5,11.83,14,Humor
My Name Is Lucy Barton,1,41.56,14,Fiction
My Mrs. Brown,3,24.48,14,Fiction
My Kind of Crazy,1,40.36,14,Young Adult
Mr. Mercedes (Bill Hodges Trilogy #1),1,28.9,14,Fiction
More Than Music (Chasing the Dream #1),2,37.61,14,Add a comment
Made to Stick: Why Some Ideas Survive and Others Die,5,38.85,14,Business
Luis Paints the World,3,53.95,14,Childrens
Luckiest Girl Alive,3,49.83,14,Default
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",2,38.39,14,Sequential Art
Lowriders to the Center of the Earth (Lowriders in Space #2),2,51.51,14,Sequential Art
Love Is a Mix Tape (Music #1),1,18.03,14,Music
Looking for Lovely: Collecting the Moments that Matter,5,29.14,14,Nonfiction
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",4,46.91,14,Default
Let It Out: A Journey Through Journaling,5,26.79,14,Nonfiction
Lady Midnight (The Dark Artifices #1),5,16.28,14,Default
Island of Dragons (Unwanteds #7),1,29.65,14,Fantasy
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,4,25.98,14,Humor
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",5,14.75,14,Humor
I Am Pilgrim (Pilgrim #1),4,10.6,14,Fiction
Hold Your Breath (Search and Rescue #1),1,28.82,14,Romance
"Hush, Hush (Hush, Hush #1)",3,47.02,14,Default
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",1,19.55,14,Food and Drink
Hamilton: The Revolution,3,58.79,14,Nonfiction
Greek Mythic History,5,10.23,14,Default
God: The Most Unpleasant Character in All Fiction,5,30.03,14,Religion
Feathers: Displays of Brilliant Plumage,3,49.05,14,Art
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",4,15.06,14,Nonfiction
Glory over Everything: Beyond The Kitchen House,3,45.84,14,Historical Fiction
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,2,21.95,14,Nonfiction
Eligible (The Austen Project #4),3,27.09,14,Fiction
El Deafo,5,57.62,14,Sequential Art
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",5,51.75,14,Nonfiction
"Eat Fat, Get Thin",2,54.07,14,Health
Eight Hundred Grapes,4,14.39,14,Fiction
Don't Get Caught,1,55.35,14,Young Adult
Every Last Word,3,46.47,14,Default
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),5,37.51,14,Fantasy
Dear Mr. Knightley,5,11.21,14,Fiction
Daily Fantasy Sports,1,36.58,14,Default
Code Name Verity (Code Name Verity #1),4,22.13,14,Add a comment
Cometh the Hour (The Clifton Chronicles #6),3,25.01,14,Fiction
Clockwork Angel (The Infernal Devices #1),1,44.14,14,Default
City of Glass (The Mortal Instruments #3),4,56.02,14,Fantasy
City of Fallen Angels (The Mortal Instruments #4),4,11.23,14,Default
City of Bones (The Mortal Instruments #1),1,43.28,14,Default
Crazy Love: Overwhelmed by a Relentless God,2,47.72,14,Christian
Cell,4,20.29,14,Add a comment
City of Ashes (The Mortal Instruments #2),1,47.27,14,Default
Doctor Sleep (The Shining #2),2,40.12,14,Horror
"Carry On, Warrior: Thoughts on Life Unarmed",3,31.85,14,Default
Carrie,2,46.23,14,Default
Buying In: The Secret Dialogue Between What We Buy and Who We Are,4,37.8,14,Nonfiction
Batman: Europa,2,32.01,14,Sequential Art
Barefoot Contessa Back to Basics,1,28.01,14,Food and Drink
Balloon Animals,3,17.03,14,Fiction
Art Ops Vol. 1,3,48.8,14,Sequential Art
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),4,58.14,14,Young Adult
Catching Jordan (Hundred Oaks),3,50.83,14,Young Adult
Brain on Fire: My Month of Madness,5,49.32,14,Nonfiction
Angels Walking (Angels Walking #1),2,34.2,14,Add a comment
Angels & Demons (Robert Langdon #1),3,51.48,14,Default
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,5,50.62,14,Food and Drink
All the Light We Cannot See,5,29.87,14,Historical
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",2,10.9,14,Sequential Art
A Study in Scarlet (Sherlock Holmes #1),2,16.73,14,Mystery
A Time of Torment (Charlie Parker #14),5,48.35,14,Mystery
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",2,56.48,14,Add a comment
A People's History of the United States,2,40.79,14,Add a comment
A Man Called Ove,1,39.72,14,Fiction
A Distant Mirror: The Calamitous 14th Century,3,14.58,14,History
A Brush of Wings (Angels Walking #3),1,55.51,14,Add a comment
Abstract City,5,56.37,14,Nonfiction
"The Three Searches, Meaning, and the Story",3,13.33,13,Default
1491: New Revelations of the Americas Before Columbus,3,21.8,14,History
Rook,4,37.86,13,Add a comment
Searching for Meaning in Gailana,1,38.73,13,Fantasy
13 Hours: The Inside Account of What Really Happened In Benghazi,1,27.06,13,Nonfiction
Will You Won't You Want Me?,3,13.86,12,Womens Fiction
Tipping Point for Planet Earth: How Close Are We to the Edge?,1,37.55,12,Science
The Star-Touched Queen,5,32.3,12,Fantasy
The Silent Sister (Riley MacPherson #1),5,46.29,12,Fiction
The Midnight Watch: A Novel of the Titanic and the Californian,1,26.2,12,Add a comment
The Lonely City: Adventures in the Art of Being Alone,2,33.26,12,Nonfiction
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,4,59.15,12,Add a comment
The Golden Condom: And Other Essays on Love Lost and Found,1,39.43,12,Psychology
The Epidemic (The Program 0.6),5,14.44,12,Young Adult
The Dinner Party,2,56.54,12,Fiction
The Diary of a Young Girl,3,59.9,12,Nonfiction
The Children,3,11.88,12,Add a comment
Stars Above (The Lunar Chronicles #4.5),2,48.05,12,Young Adult
My Kitchen Year: 136 Recipes That Saved My Life,2,11.53,13,Food and Drink
Raspberry Pi Electronics Projects for the Evil Genius,4,49.67,12,Default
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,3,21.21,12,Nonfiction
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,1,43.14,12,Business
Psycho: Sanitarium (Psycho #1.5),5,36.97,12,Horror
Poisonous (Max Revere Novels #3),3,26.8,12,Mystery
No Love Allowed (Dodge Cove #1),4,54.65,12,Young Adult
One with You (Crossfire #5),4,15.71,12,Add a comment
"Love, Lies and Spies",2,20.55,12,Historical Fiction
Most Wanted,3,35.28,12,Mystery
How to Speak Golf: An Illustrated Guide to Links Lingo,5,58.32,12,Default
Hide Away (Eve Duncan #20),1,11.84,12,Mystery
Furiously Happy: A Funny Book About Horrible Things,4,41.46,12,Nonfiction
Everyday Italian: 125 Simple and Delicious Recipes,5,20.1,12,Food and Drink
Equal Is Unfair: America's Misguided Fight Against Income Inequality,1,56.86,12,Politics
Murder at the 42nd Street Library (Raymond Ambler #1),4,54.36,12,Mystery
Eleanor & Park,5,56.51,12,Default
Dirty (Dive Bar #1),4,40.83,12,Romance
Boar Island (Anna Pigeon #19),3,59.48,12,Mystery
A Paris Apartment,4,39.01,12,Historical Fiction
Troublemaker: Surviving Hollywood and Scientology,2,48.39,11,Default
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",1,38.77,12,Food and Drink
"The Sleep Revolution: Transforming Your Life, One Night at a Time",4,11.68,11,Nonfiction
The Improbability of Love,1,59.45,11,Fiction
The Art of Startup Fundraising,3,21.0,11,Business
Can You Keep a Secret? (Fear Street Relaunch #4),1,48.64,12,Horror
Take Me Home Tonight (Rock Star Romance #3),3,53.98,11,Romance
Sleeping Giants (Themis Files #1),1,48.74,11,Science Fiction
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",2,21.15,11,Biography
Playing with Fire,3,13.71,11,Mystery
The Widow,2,27.26,11,Mystery
Off the Hook (Fishing for Trouble #1),3,47.67,11,Romance
Mothering Sunday,2,13.34,11,Fiction
"Mother, Can You Not?",5,16.89,11,Nonfiction
Lilac Girls,2,17.28,11,Historical Fiction
Lab Girl,1,40.85,11,Autobiography
Keep Me Posted,4,20.46,11,Womens Fiction
Lies and Other Acts of Love,1,45.14,11,Fiction
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,3,56.27,11,Psychology
Grey (Fifty Shades #4),4,48.49,11,Womens Fiction
M Train,1,27.18,11,Autobiography
"Exit, Pursued by a Bear",4,51.34,11,Young Adult
Daredevils,3,16.34,11,Fiction
Cravings: Recipes for What You Want to Eat,3,20.5,11,Food and Drink
Born for This: How to Find the Work You Were Meant to Do,5,21.59,11,Business
Arena,4,21.36,11,Science Fiction
Adultery,5,20.88,11,Default
A Mother's Reckoning: Living in the Aftermath of Tragedy,3,19.53,11,Nonfiction
11/22/63,3,48.48,11,Fiction
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,5,49.71,10,Health
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2,24.57,10,Nonfiction
Without Shame,5,48.27,9,Add a comment
Watchmen,4,58.05,9,Add a comment
Unlimited Intuition Now,4,58.87,9,Default
The Shack,1,28.03,9,Fiction
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,12.34,9,Food and Drink
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",1,55.91,9,Science
Underlying Notes,2,11.82,9,Default
The Book of Mormon,3,24.57,9,Religion
The New Brand You: Your New Image Makes the Sale for You,5,44.05,9,Default
The Art and Science of Low Carbohydrate Living,5,52.98,9,Health
Suzie Snowflake: One beautiful flake (a self-esteem story),5,54.81,9,Novels
The Alien Club,1,54.4,9,Young Adult
Nap-a-Roo,1,25.08,9,Childrens
Modern Day Fables,2,47.44,9,Default
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",4,10.41,9,Default
The Flowers Lied,2,16.68,9,Default
If I Gave You God's Phone Number....: Searching for Spirituality in America,1,20.91,9,Spirituality
A Gentleman's Position (Society of Gentlemen #3),5,14.75,11,Romance
"Fruits Basket, Vol. 9 (Fruits Basket #9)",4,33.95,9,Sequential Art
Dress Your Family in Corduroy and Denim,3,43.68,9,Humor
Don't Forget Steven,1,33.23,9,Young Adult
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,2,35.92,9,Nonfiction
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,48.63,9,Art
A Hero's Curse (The Unseen Chronicles #1),3,50.49,9,Add a comment
Why Not Me?,1,17.76,8,Nonfiction
"Zero to One: Notes on Startups, or How to Build the Future",3,34.06,8,Nonfiction
When Breath Becomes Air,2,39.36,8,Nonfiction
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2,36.94,8,Travel
